0 
//Type 	 Slot 	 Skill 	 Width 	 Height 	 HaveSerial 	 HaveOption 	 DropItem 	 Name 						Level 	 DamageMin 	 DamageMax 	 AttackSpeed 	 Durability 	 MagicDurability 	 MagicDamageRate 	 ReqLevel 	 ReqStrength 	 ReqDexterity 	 ReqEnergy 	 ReqVitality 	 ReqLeadership 	DW 	 DK 	 FE 	 MG 	 DL 	 SU 	 RF 	 GL 	 RW 	 SL 	 GC
283 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[PC Room] Wings of Good and Evil"		350 	 100 		 220 		 350 		 0 		 0 		 0 		 0 		 0		2 	 2 	 2 	 1 	 1 	 2 	 1 	 1 	 2 	 2 	 2 
284 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "[PC room] Cloak of Death"			150 	 27 		 210 		 290 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 1 	 1 	 0 	 0 	 0 
285 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[PC room] Wings of Chaos"			150 	 46 		 210 		 290 		 0 		 0 		 0 		 0 		 0		0 	 2 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 2 	 0 
286 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[PC Room] Magic Wings"			150 	 37 		 210 		 290 		 0 		 0 		 0 		 0 		 0		2 	 0 	 0 	 1 	 0 	 2 	 0 	 0 	 2 	 0 	 2 
287 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[PC room] Wings of Life"			150 	 37 		 210 		 290 		 0 		 0 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
288 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Elemental Rune"				1 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
289 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Orb of Fire Blow"				150 	 0 		 0 		 400 		 0 		 1090 		 0 		 0 		 900000		0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
290 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Scroll of Meteor Strike(Grand Master)"	150 	 0 		 0 		 400 		 1073 		 0 		 0 		 0 		 900000		3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
291 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Scroll of Meteor Storm"			150 	 0 		 0 		 400 		 1160 		 0 		 0 		 0 		 900000		3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
292 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Scroll of Soul Seeker"			150 	 0 		 0 		 400 		 1115 		 0 		 0 		 0 		 900000		3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
293 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Orb of Focus Shot"				150 	 0 		 0 		 400 		 0 		 0 		 1302 		 0 		 900000		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
295 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Parchment of Fire Beast"			150 	 0 		 0 		 400 		 1220 		 0 		 0 		 0 		 900000		0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 
296 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Parchment of Aqua Beast"			150 	 0 		 0 		 400 		 1220 		 0 		 0 		 0 		 900000		0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 
297 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Orb of Ice Blood"				150 	 0 		 0 		 400 		 0 		 900 		 0 		 0 		 900000		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
298 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Orb of Fire Blood"				150 	 0 		 0 		 400 		 0 		 900 		 0 		 0 		 900000		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
299 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Scroll of Dark Blast"				150 	 0 		 0 		 400 		 1073 		 0 		 0 		 0 		 900000		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
300 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Scroll of Meteor Strike(Dual Master)"		150 	 0 		 0 		 400 		 1073 		 0 		 0 		 0 		 900000		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
303 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Scroll of Wind Soul"				150 	 0 		 0 		 400 		 0 		 717 		 0 		 0 		 900000		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
305 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Parchment of Dark Phoenix Shot"		150 	 0 		 0 		 400 		 0 		 0 		 987 		 0 		 900000		0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 
306 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Runedil's Goldentune Harp"			300 	 249 		 1 		 181 		 245 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
307 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Lemuria's Orb"				300 	 249 		 1 		 181 		 245 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
308 	 236 	 0 	 3 	 3 		 1 		 1 		 0 		 "Norrwen's Bloodstring Lyra"			300 	 249 		 1 		 181 		 245 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
311 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				6 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1425000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
312 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				6 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1425000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
313 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				6 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1425000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
314 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				6 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1425000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
315 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			6 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1425000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
316 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				6 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1425000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
317 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				7 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
318 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				7 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
319 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				7 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
320 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				7 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
321 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			7 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
322 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				7 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1500000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
323 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				8 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1575000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
324 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				8 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1575000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
325 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				8 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1575000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
326 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				8 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1575000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
327 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			8 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1575000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
328 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				8 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1575000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
329 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				9 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1650000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
330 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				9 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1650000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
331 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				9 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1650000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
332 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				9 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1650000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
333 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			9 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1650000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
334 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				9 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1650000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
335 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Fire)"				10 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1725000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
336 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Water)"				10 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1725000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
337 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Ice)"				10 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1725000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
338 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Wind)"				10 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1725000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
339 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Lightning)"			10 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1725000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
340 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Seed Sphere (Earth)"				10 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 1725000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
401 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Sphere Upgrade Rune"				1 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 10000000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
404 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Lower Magic Stone"				0 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 50000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
405 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Medium Magic Stone"				0 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 70000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
406 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Higher Magic Stone"				0 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
407 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[Bound]Loch's Magic Solution"			0 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
408 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[Bound]Finished Loch's Magic Solution"	0 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
409 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[Bound]Condor's Magic Solution"		0 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
410 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "[Bound]Finished Condor's Magic Solution"	0 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
413 	 * 	 0 	 1 	 2 		 1 		 1 		 0 		 "Spirit Hook Parchment"			150 	 0 		 0 		 400 		 0 		 0 		 0 		 0 		 900000		0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 
414 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Elysium"				153 	 155 		 220 		 800 		 0 		 0 		 0 		 0 		 0		4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
415 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Flame God"				153 	 170 		 220 		 800 		 0 		 0 		 0 		 0 		 0		0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
416 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wing of Celestial Body"			153 	 170 		 220 		 800 		 0 		 0 		 0 		 0 		 0		0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
417 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Annihilation"			153 	 170 		 220 		 800 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
418 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "Cloak of Dominator"				153 	 155 		 220 		 800 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 
419 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Other World"				153 	 170 		 220 		 800 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 
420 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "Cloak of Judgment"				153 	 170 		 220 		 800 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 
421 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "Cloak of Isolation"				153 	 170 		 220 		 800 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 
422 	 7 	 0 	 5 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Soul"				150 	 30 		 200 		 215 		 0 		 0 		 0 		 0 		 0		2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 2 	 0 	 2 
423 	 7 	 0 	 3 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Dragon"			150 	 45 		 200 		 215 		 0 		 0 		 0 		 0 		 0		0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 2 	 0 
424 	 7 	 0 	 5 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Spirits"			150 	 30 		 200 		 215 		 0 		 0 		 0 		 0 		 0		0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
425 	 7 	 0 	 4 	 2 		 1 		 1 		 0 		 "[Bound]Wings of Darkness"			150 	 40 		 200 		 215 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
426 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "[Bound]Cape of Lord"				150 	 15 		 200 		 180 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
427 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Despair"			150 	 30 		 200 		 215 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 
428 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "[Bound]Cape of Fighter"			150 	 15 		 200 		 180 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
429 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "[Bound]Cloak of Limit"			150 	 15 		 200 		 180 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
430 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Eternal"			150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
431 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Storm"			150 	 60 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
432 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Illusion"			150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
433 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Ruin"				150 	 55 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
434 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "[Bound]Cape of Emperor"			150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
435 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Dimensiona"			150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 
436 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "[Bound]Cape of Overrule"			150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 
437 	 7 	 0 	 2 	 3 		 1 		 1 		 0 		 "[Bound]Cloak of Transcendence"		150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
446 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Loch Magic Bubble"				0 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 50000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
447 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Condor Magic Bubble"				0 	 0 		 1 		 0 		 0 		 0 		 0 		 0 		 70000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
449 	 238 	 0 	 1 	 1 		 1 		 1 		 0 		 "Earring of Wrath (Left)"			300 	 15 		 130 		 17 		 20 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
450 	 238 	 0 	 1 	 1 		 1 		 1 		 0 		 "Earring of Forefathers (Left)"		700 	 36 		 130 		 66 		 69 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
451 	 238 	 0 	 1 	 1 		 1 		 1 		 0 		 "Earring of Honor (Left)"			750 	 102 		 130 		 132 		 135 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
457 	 237 	 0 	 1 	 1 		 1 		 1 		 0 		 "Earring of Wrath (Right)"			700 	 25 		 130 		 37 		 40 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
458 	 237 	 0 	 1 	 1 		 1 		 1 		 0 		 "Earring of Forefathers (Right)"		750 	 94 		 130 		 106 		 109 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
459 	 237 	 0 	 1 	 1 		 1 		 1 		 0 		 "Earrings of Honor (Right)"			800 	 160 		 130 		 172 		 175 		 0 		 0 		 0 		 100000		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
465 	 10 	 0 	 1 	 1 		 1 		 1 		 0 		 "Baseball Player Ring"				10 	 0 		 100 		 10 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
466 	 10 	 0 	 1 	 1 		 1 		 1 		 0 		 "Cheerleader Ring"				10 	 0 		 100 		 10 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
467 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Disillusion"				150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
468 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[Bound] Wings of Disillusion"			150 	 45 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
469 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Destiny"				153 	 155 		 220 		 800 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 
471 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Phantasmal Steed"				1 	 0 		 255 		 800 		 0 		 0 		 0 		 0 		 9000000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
472 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Silence"				150 	 60 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 
473 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "[Bound]Wings of Silence"			150 	 60 		 220 		 400 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 
474 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Conviction"				153 	 170 		 220 		 800 		 0 		 0 		 0 		 0 		 0		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 
476 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Orb of Sword Inertia"				10 	 0 		 0 		 30 		 0 		 50 		 100 		 0 		 10000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 
477 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Orb of Bat Flock"				20 	 0 		 0 		 270 		 0 		 100 		 380 		 0 		 200000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 2 	 0 
478 	 * 	 0 	 1 	 1 		 1 		 1 		 1 		 "Orb of Detection"				30 	 0 		 0 		 400 		 0 		 0 		 800 		 0 		 400000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 
479 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Orb of Pierce Attack"				160 	 0 		 0 		 400 		 0 		 300 		 1100 		 0 		 850000		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 
480 	 7 	 0 	 4 	 3 		 1 		 1 		 0 		 "Wings of Authority"				770 	 700 		 220 		 750 		 0 		 0 		 0 		 0 		 0		3 	 3 	 3 	 3 	 3 	 3 	 3 	 3 	 3 	 3 	 3 
481 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Special Muun Egg"				0 	 0 		 0 		 0 		 0 		 0 		 0 		 0 		 0		1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
482 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Orb of Demolish"				400 	 0 		 0 		 400 		 0 		 0 		 1450 		 0 		 1600000	0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 
483 	 * 	 0 	 1 	 1 		 1 		 1 		 0 		 "Ice dragon"					2 	 0 		 255 		 900 		 0 		 0 		 0 		 0 		 9000000	1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
